resource_id,resource_type,date,utilization_pct
cluster-01,compute,2025-01-01,16.370833333333334
cluster-01,compute,2025-01-02,18.982499999999998
cluster-01,compute,2025-01-03,17.03708333333333
cluster-01,compute,2025-01-04,15.666666666666666
cluster-01,compute,2025-01-05,16.294166666666666
cluster-01,compute,2025-01-06,17.452916666666667
cluster-01,compute,2025-01-07,16.750416666666666
cluster-01,compute,2025-01-08,17.559583333333332
cluster-01,compute,2025-01-09,15.835416666666667
cluster-01,compute,2025-01-10,15.941249999999998
cluster-01,compute,2025-01-11,16.145416666666666
cluster-01,compute,2025-01-12,17.074583333333333
cluster-01,compute,2025-01-13,17.213333333333335
cluster-01,compute,2025-01-14,16.425416666666667
cluster-01,compute,2025-01-15,16.642083333333336
cluster-01,compute,2025-01-16,17.305416666666666
cluster-01,compute,2025-01-17,16.60375
cluster-01,compute,2025-01-18,15.760416666666666
cluster-01,compute,2025-01-19,17.78708333333333
cluster-01,compute,2025-01-20,16.1325
cluster-01,compute,2025-01-21,16.644583333333333
cluster-01,compute,2025-01-22,16.532083333333333
cluster-01,compute,2025-01-23,15.762083333333335
cluster-01,compute,2025-01-24,16.934166666666666
cluster-01,compute,2025-01-25,16.60291666666667
cluster-01,compute,2025-01-26,16.662499999999998
cluster-01,compute,2025-01-27,16.12875
cluster-01,compute,2025-01-28,14.604166666666666
cluster-01,compute,2025-01-29,16.709583333333335
cluster-01,compute,2025-01-30,14.963333333333333
cluster-01,compute,2025-01-31,15.883333333333333
cluster-01,compute,2025-02-01,17.952916666666667
cluster-01,compute,2025-02-02,17.028333333333332
cluster-01,compute,2025-02-03,16.33875
cluster-01,compute,2025-02-04,15.202916666666667
cluster-01,compute,2025-02-05,18.173333333333332
cluster-01,compute,2025-02-06,15.776666666666666
cluster-01,compute,2025-02-07,15.60875
cluster-01,compute,2025-02-08,18.01
cluster-01,compute,2025-02-09,16.285
cluster-01,compute,2025-02-10,16.044999999999998
cluster-01,compute,2025-02-11,17.702916666666667
cluster-01,compute,2025-02-12,15.979166666666666
cluster-01,compute,2025-02-13,16.306250000000002
cluster-01,compute,2025-02-14,17.1125
cluster-01,compute,2025-02-15,17.826666666666668
cluster-01,compute,2025-02-16,16.18
cluster-01,compute,2025-02-17,16.298750000000002
cluster-01,compute,2025-02-18,16.014583333333334
cluster-01,compute,2025-02-19,17.48875
cluster-01,compute,2025-02-20,15.981250000000001
cluster-01,compute,2025-02-21,16.729583333333334
cluster-01,compute,2025-02-22,17.51625
cluster-01,compute,2025-02-23,16.74625
cluster-01,compute,2025-02-24,15.203333333333333
cluster-01,compute,2025-02-25,17.253333333333334
cluster-01,compute,2025-02-26,17.240416666666665
cluster-01,compute,2025-02-27,16.989166666666666
cluster-01,compute,2025-02-28,17.422083333333333
cluster-01,compute,2025-03-01,16.669583333333332
cluster-01,compute,2025-03-02,17.849166666666665
cluster-01,compute,2025-03-03,16.257083333333334
cluster-01,compute,2025-03-04,16.58875
cluster-01,compute,2025-03-05,15.992083333333333
cluster-01,compute,2025-03-06,15.219166666666666
cluster-01,compute,2025-03-07,15.6825
cluster-01,compute,2025-03-08,15.359583333333333
cluster-01,compute,2025-03-09,17.596666666666668
cluster-01,compute,2025-03-10,15.510833333333332
cluster-01,compute,2025-03-11,16.459166666666665
cluster-01,compute,2025-03-12,15.437083333333334
cluster-01,compute,2025-03-13,16.798750000000002
cluster-01,compute,2025-03-14,15.964166666666666
cluster-01,compute,2025-03-15,17.203333333333333
cluster-01,compute,2025-03-16,15.50625
cluster-01,compute,2025-03-17,17.13416666666667
cluster-01,compute,2025-03-18,16.315833333333334
cluster-01,compute,2025-03-19,18.0425
cluster-01,compute,2025-03-20,15.824583333333335
cluster-01,compute,2025-03-21,15.407083333333333
cluster-01,compute,2025-03-22,15.399166666666666
cluster-01,compute,2025-03-23,15.229999999999999
cluster-01,compute,2025-03-24,15.225833333333334
cluster-01,compute,2025-03-25,18.121666666666666
cluster-01,compute,2025-03-26,15.364583333333334
cluster-01,compute,2025-03-27,17.538333333333334
cluster-01,compute,2025-03-28,14.964583333333332
cluster-01,compute,2025-03-29,16.95375
cluster-01,compute,2025-03-30,18.81375
cluster-01,compute,2025-03-31,18.15125
cluster-01,compute,2025-04-01,16.963333333333335
cluster-01,compute,2025-04-02,16.1675
cluster-01,compute,2025-04-03,17.46125
cluster-01,compute,2025-04-04,16.94875
cluster-01,compute,2025-04-05,15.808333333333332
cluster-01,compute,2025-04-06,18.699166666666667
cluster-01,compute,2025-04-07,18.319583333333334
cluster-01,compute,2025-04-08,18.630416666666665
cluster-01,compute,2025-04-09,16.955000000000002
cluster-01,compute,2025-04-10,16.145833333333332
cluster-01,compute,2025-04-11,15.9075
cluster-01,compute,2025-04-12,17.31125
cluster-01,compute,2025-04-13,15.873333333333333
cluster-01,compute,2025-04-14,17.180833333333336
cluster-01,compute,2025-04-15,18.61375
cluster-01,compute,2025-04-16,17.845833333333335
cluster-01,compute,2025-04-17,16.475833333333334
cluster-01,compute,2025-04-18,19.016666666666666
cluster-01,compute,2025-04-19,15.0225
cluster-01,compute,2025-04-20,16.755416666666665
cluster-01,compute,2025-04-21,16.939583333333335
cluster-01,compute,2025-04-22,16.355
cluster-01,compute,2025-04-23,15.742083333333333
cluster-01,compute,2025-04-24,16.58125
cluster-01,compute,2025-04-25,18.2
cluster-01,compute,2025-04-26,17.294999999999998
cluster-01,compute,2025-04-27,16.596666666666668
cluster-01,compute,2025-04-28,17.611666666666668
cluster-01,compute,2025-04-29,17.312916666666666
cluster-01,compute,2025-04-30,15.693333333333333
cluster-01,compute,2025-05-01,15.625
cluster-01,compute,2025-05-02,17.70625
cluster-01,compute,2025-05-03,17.254166666666666
cluster-01,compute,2025-05-04,16.74625
cluster-01,compute,2025-05-05,17.849999999999998
cluster-01,compute,2025-05-06,16.438750000000002
cluster-01,compute,2025-05-07,15.635416666666666
cluster-01,compute,2025-05-08,17.576249999999998
cluster-01,compute,2025-05-09,15.686250000000001
cluster-01,compute,2025-05-10,17.50916666666667
cluster-01,compute,2025-05-11,18.4575
cluster-01,compute,2025-05-12,16.181250000000002
cluster-01,compute,2025-05-13,14.602500000000001
cluster-01,compute,2025-05-14,17.314583333333335
cluster-01,compute,2025-05-15,16.983333333333334
cluster-01,compute,2025-05-16,16.313333333333333
cluster-01,compute,2025-05-17,15.797916666666666
cluster-01,compute,2025-05-18,17.812083333333334
cluster-01,compute,2025-05-19,16.9225
cluster-01,compute,2025-05-20,16.40041666666667
cluster-01,compute,2025-05-21,15.514166666666666
cluster-01,compute,2025-05-22,14.252083333333333
cluster-01,compute,2025-05-23,17.515833333333333
cluster-01,compute,2025-05-24,16.89375
cluster-01,compute,2025-05-25,16.134166666666665
cluster-01,compute,2025-05-26,17.78
cluster-01,compute,2025-05-27,16.42833333333333
